object_id,title,description,dimensions,accession_number,detail_url,image_url,aligned_period,aligned_type,aligned_material,data_quality_score
220318,Librería Donceles标志,,,2015.74,https://www.brooklynmuseum.org/objects/220318,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.74_in_situ_Pablo_Helguera_photograph.jpg,Qing dynasty (c. 2015),建筑元素,,0.7
218284,微型心理地理学54,,,2015.24a-b,https://www.brooklynmuseum.org/objects/218284,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.24a-b_Dustin_Yellin_photograph.jpg,Qing dynasty (c. 2015),雕塑,,0.7
218903,丁巴特（30）,,,2015.52,https://www.brooklynmuseum.org/objects/218903,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.52_Nicelle_Beauchene_Gallery_photograph.jpg,Qing dynasty (c. 2015),打印,,0.7
226107,电镀情况1,,,2024.85.2,https://www.brooklynmuseum.org/objects/226107,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.85.2_overall.jpg,Qing dynasty (c. 2015),绘画,,0.7
220423,北极熊在营地,这张照片描绘了一只巨大的黄色北极熊，周围有27只蓝色、黑色和棕色的雪橇犬，它们戴着安全带（其中5只雪橇犬身后拖着绳子）。所有的狗都围着熊，好像要攻击，但它们都没有碰熊。场景周围的雪被磨损，形成了动作的外观。状况：良好。,,2015.90.2,https://www.brooklynmuseum.org/objects/220423,,Qing dynasty (c. 2015),打印,,0.7
227533,无题（自画像）,,,2026.9.2,https://www.brooklynmuseum.org/objects/227533,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2026.9.2_Galerie_Bene_Taschen.jpeg,Qing dynasty (c. 2015),照片,,0.7
225288,石头之子,,,2023.8,https://www.brooklynmuseum.org/objects/225288,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.8_overall.jpg,Qing dynasty (c. 2015),雕塑,,0.7
219268,时间生活馆-丝绸之书2,,,2015.46,https://www.brooklynmuseum.org/objects/219268,https://brooklynmuseum.b-cdn.net/collections/objects/2015.46_PS9.jpg,Qing dynasty (c. 2014),绘画,,0.7
224715,Peelatchiwaaxpáash/医学乌鸦（乌鸦）,,,2018.19.1b,https://www.brooklynmuseum.org/objects/224715,https://brooklynmuseum.b-cdn.net/collections/objects/2018.19.1b_PS9.jpg,Qing dynasty (c. 2014),照片,,0.7
225295,无题,,,2022.64,https://www.brooklynmuseum.org/objects/225295,,Qing dynasty (c. 2014),绘画,,0.7
216276,布鲁克林的蝴蝶,,,2014.72,https://www.brooklynmuseum.org/objects/216276,https://brooklynmuseum.b-cdn.net/collections/objects/2014.72_PS20.jpg,Qing dynasty (c. 2014),照片,,0.7
224495,Peelatchixaaliash/老乌鸦（乌鸦）,,,2018.19.2a,https://www.brooklynmuseum.org/objects/224495,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.19.2a.jpg,Qing dynasty (c. 2014),照片,,0.7
218259,凳子,,,2015.21,https://www.brooklynmuseum.org/objects/218259,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.21_WeiWei_photograph.jpg,Qing dynasty (c. 2014),雕塑,,0.7
218232,再一次，但这次不同：卡纳斯塔版,两副印刷卡片（c-d）的盒装套装（底部=a，盖子=b）,,2015.56.22a-d,https://www.brooklynmuseum.org/objects/218232,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.56.22a-d_MV_photograph.jpg,Qing dynasty (c. 2014),娱乐、玩具、游戏,,0.7
218010,布道,,,2015.22.5,https://www.brooklynmuseum.org/objects/218010,,Qing dynasty (c. 2014),写论文,,0.7
220337,充电器，“女深红玫瑰”,充电器，黑色外缘，正面涂金，不规则间隔的多色设计，有四个扇形边缘的漩涡，三个有花卉设计，一个有花鸟设计。这些设计直接受到19世纪最后25年威廉·莫里斯壁纸设计的启发。一只绿色和红色相间的长尾小鹦鹉，一只雌性深红玫瑰鹦鹉，原产于澳大利亚。状况：外缘前部有一些轻微的摩擦和划痕，金色显示出指纹痕迹。由于制造原因，在厚厚的金色涂漆区域有一个夹杂物。,,2015.78,https://www.brooklynmuseum.org/objects/220337,https://brooklynmuseum.b-cdn.net/collections/objects/2015.78_top_PS9.jpg,Qing dynasty (c. 2014),陶瓷,,0.7
216753,布鲁克林银河,65枚涂有微型图像的扁平硬币，以规定的排列方式直接粘附在墙上，以模仿星系。硬币上的图案从中国画中的中国传统图案，到布鲁克林博物馆收藏的中国传统艺术作品。,,2019.9,https://www.brooklynmuseum.org/objects/216753,https://brooklynmuseum.b-cdn.net/collections/objects/2019.9_overall_PS11.jpg,Qing dynasty (c. 2014),安装,,0.7
215856,个人,,,2015.8,https://www.brooklynmuseum.org/objects/215856,https://brooklynmuseum.b-cdn.net/collections/objects/2015.8_view01_SC.jpg,Qing dynasty (c. 2014),媒体艺术,,0.7
218606,非洲酷儿,自2016年展览“伪装：面具与全球非洲艺术”展出以来，这件作品的标题已经改变。标题的改变源于观众的普遍误解，旨在澄清和强调艺术家的赋权和提升意图。,,2015.42,https://www.brooklynmuseum.org/objects/218606,https://brooklynmuseum.b-cdn.net/collections/objects/2015.42_PS9.jpg,Qing dynasty (c. 2014),雕塑,,0.7
224714,Alaxchiiaahush/许多战争成就/大量政变,,,2018.19.5a,https://www.brooklynmuseum.org/objects/224714,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.19.5a.jpg,Qing dynasty (c. 2014),照片,,0.7
224496,比亚·埃利萨什/大肚子女人（孕妇）/两个肚子,,,2018.19.3a,https://www.brooklynmuseum.org/objects/224496,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.19.3a.jpg,Qing dynasty (c. 2014),照片,,0.7
217613,8.5厘米,,,2014.99,https://www.brooklynmuseum.org/objects/217613,,Qing dynasty (c. 2014),绘图,,0.7
218182,黑色布鲁克林,,,2015.92.2,https://www.brooklynmuseum.org/objects/218182,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.92.2_edited.jpg,Qing dynasty (c. 2014),绘画,,0.7
220598,粉碎,,,2017.8,https://www.brooklynmuseum.org/objects/220598,https://brooklynmuseum.b-cdn.net/collections/objects/2017.8_view01.jpg,Qing dynasty (c. 2014),媒体艺术,,0.7
220364,密封件C,,,2015.70.3,https://www.brooklynmuseum.org/objects/220364,https://brooklynmuseum.b-cdn.net/collections/objects/2015.70.3_overall_PS9.jpg,Qing dynasty (c. 2014),雕塑,,0.7
224716,Peelatchixaaliash/老乌鸦（乌鸦）,,,2018.19.2b,https://www.brooklynmuseum.org/objects/224716,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.19.2b.jpg,Qing dynasty (c. 2014),照片,,0.7
224577,在哈拉曼高速公路上,,,2018.56.4,https://www.brooklynmuseum.org/objects/224577,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.56.4_Ahmed Mater_photograph.jpg,Qing dynasty (c. 2014),照片,,0.7
220184,摩罗城堡,,,2015.72.2,https://www.brooklynmuseum.org/objects/220184,https://brooklynmuseum.b-cdn.net/collections/objects/2015.72.2_PS20.jpg,Qing dynasty (c. 2014),照片,,0.7
224717,比亚·埃利萨什/大肚子女人（孕妇）/两个肚子,,,2018.19.3b,https://www.brooklynmuseum.org/objects/224717,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.19.3b.jpg,Qing dynasty (c. 2014),照片,,0.7
224494,Peelatchiwaaxpáash/医学乌鸦（乌鸦）,,,2018.19.1a,https://www.brooklynmuseum.org/objects/224494,https://brooklynmuseum.b-cdn.net/collections/objects/2018.19.1a_PS9.jpg,Qing dynasty (c. 2014),照片,,0.7
220383,云图,,,2015.69,https://www.brooklynmuseum.org/objects/220383,https://brooklynmuseum.b-cdn.net/collections/objects/2015.69_section_A_view01_PS11.jpg,Qing dynasty (c. 2014),写论文,,0.7
225494,O N E V E R Y O N E•雪莉和乔尔,,,2023.43.6,https://www.brooklynmuseum.org/objects/225494,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.43.6.jpg,Qing dynasty (c. 2014),雕塑,,0.7
220529,天界混沌3号,水平水墨画，描绘旋转的云层和更清晰的陨石。,,2018.26,https://www.brooklynmuseum.org/objects/220529,https://brooklynmuseum.b-cdn.net/collections/objects/2018.26_PS9.jpg,Qing dynasty (c. 2014),绘画,,0.7
219183,黎明和杰玛,,,2015.58,https://www.brooklynmuseum.org/objects/219183,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.58.jpg,Qing dynasty (c. 2014),雕塑,,0.7
219201,再一次，但这次不同：卡纳斯塔版,盒装两副印刷卡片,,2015.75.17a-d,https://www.brooklynmuseum.org/objects/219201,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.75.17a-d.jpg,Qing dynasty (c. 2014),娱乐、玩具、游戏,,0.7
224441,天际线,大型垂直构图，由浸湿和描边的墨水和白色颜料在拼贴纸上组成。,,2018.25,https://www.brooklynmuseum.org/objects/224441,https://brooklynmuseum.b-cdn.net/collections/objects/2018.25_PS9.jpg,Qing dynasty (c. 2014),绘画,,0.7
224718,Déaxitchish/漂亮的鹰,,,2018.19.4b,https://www.brooklynmuseum.org/objects/224718,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.19.4b.jpg,Qing dynasty (c. 2014),照片,,0.7
219530,盖尔骄傲旗,,,2016.24,https://www.brooklynmuseum.org/objects/219530,https://brooklynmuseum.b-cdn.net/collections/objects/2016.24_PS11.jpg,Qing dynasty (c. 2014),纺织,,0.7
217295,十一分钟,,,2014.80,https://www.brooklynmuseum.org/objects/217295,,Qing dynasty (c. 2014),绘画,,0.7
224497,Déaxitchish/漂亮的鹰,,,2018.19.4a,https://www.brooklynmuseum.org/objects/224497,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.19.4a.jpg,Qing dynasty (c. 2014),照片,,0.7
224499,Alaxchiiaahush/许多战争成就/大量政变,,,2018.19.5b,https://www.brooklynmuseum.org/objects/224499,https://brooklynmuseum.b-cdn.net/collections/objects/2018.19.5b_PS9.jpg,Qing dynasty (c. 2014),照片,,0.7
224291,无题,,,2017.31.14,https://www.brooklynmuseum.org/objects/224291,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2017.31.14_Kramarsky_photograph.jpg,Qing dynasty (c. 2014),写论文,,0.7
220365,密封件D,,,2015.70.4,https://www.brooklynmuseum.org/objects/220365,https://brooklynmuseum.b-cdn.net/collections/objects/2015.70.4_overall_PS9.jpg,Qing dynasty (c. 2014),雕塑,,0.7
217614,编号14162,,,2014.78,https://www.brooklynmuseum.org/objects/217614,https://brooklynmuseum.b-cdn.net/collections/objects/2014.78_PS9.jpg,Qing dynasty (c. 2014),写论文,,0.7
216899,在《创意时代》的要求下，卡拉·E·沃克（Kara E.Walker）创作了《一个微妙的或神奇的糖宝宝：向那些无偿和过度劳累的工匠致敬，他们在各种场合从甘蔗地到新世界的厨房，提炼了我们的甜味,,,L2015.2,https://www.brooklynmuseum.org/objects/216899,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.L2015.2_Sikkema_Jenkins_photograph.jpg,Qing dynasty (c. 2014),雕塑,,0.7
220348,壁纸，“哈德逊河谷辛劳”,a： 小块粉色配色b：大块蓝色配色c：绿色配色d：橙色配色e：红色配色,,2015.82a-e,https://www.brooklynmuseum.org/objects/220348,https://brooklynmuseum.b-cdn.net/collections/objects/2015.82a_PS22.jpg,Qing dynasty (c. 2014),家具陈设,,0.7
226389,无题（三联画）,,,2025.15a-c,https://www.brooklynmuseum.org/objects/226389,https://brooklynmuseum.b-cdn.net/collections/objects/2025.15a-c_web_PS22.jpg,Qing dynasty (c. 2014),打印,,0.7
218233,杰罗姆计划（我的损失）,,,2015.7a-b,https://www.brooklynmuseum.org/objects/218233,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.7a-b_Shainman_Gallery_photo_TIK14.087.jpg,Qing dynasty (c. 2014),绘画,,0.7
216350,边界,,,2015.59,https://www.brooklynmuseum.org/objects/216350,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.59_view1_Sean_Kelly_photo_KW_SC15-01.jpg,Qing dynasty (c. 2014),雕塑,,0.7
215551,结,一个壮观的短视频“结”（3:45）显示了零碎的人物在各种建筑空间中漂浮、甩臀和跳舞。这部作品参考了巴洛克式建筑、嘻哈文化、黑人和LGBTQ亚文化，突出了欲望、资本主义痴迷和系统性压迫。纽瑟姆对艺术史和另类文化来源有着敏锐的认识，对当代文化和身份政治提供了有针对性的评论。,,2018.49,https://www.brooklynmuseum.org/objects/215551,https://brooklynmuseum.b-cdn.net/collections/objects/2018.49_view01_SC.jpg,Qing dynasty (c. 2014),媒体艺术,,0.7
226406,La Bestia的酷的诞生指南,,,2025.16.3,https://www.brooklynmuseum.org/objects/226406,https://brooklynmuseum.b-cdn.net/collections/objects/2025.16.3_web_PS22.jpg,Qing dynasty (c. 2014),打印,,0.7
225284,尤利西斯（2014年9月19日）,,,2023.4,https://www.brooklynmuseum.org/objects/225284,https://brooklynmuseum.b-cdn.net/collections/objects/2023.4_overall01_PS22.jpg,Qing dynasty (c. 2014),写论文,,0.7
216898,巴黎公社的记忆修订为同工同酬（沃尔特·克莱恩插图）,,,2014.84a-d,https://www.brooklynmuseum.org/objects/216898,https://brooklynmuseum.b-cdn.net/collections/objects/2014.84a-d_PS11.jpg,Qing dynasty (c. 2013),绘图,,0.7
225009,在门和街道之间,,,2022.32,https://www.brooklynmuseum.org/objects/225009,,Qing dynasty (c. 2013),媒体艺术,,0.7
218581,沿途,,,2015.11a-b,https://www.brooklynmuseum.org/objects/218581,https://brooklynmuseum.b-cdn.net/collections/objects/2015.11a-b_PS11.jpg,Qing dynasty (c. 2013),雕塑,,0.7
217808,公共教育（别管我）,,,2015.18,https://www.brooklynmuseum.org/objects/217808,https://brooklynmuseum.b-cdn.net/collections/objects/DIG_E_2013_Bruce_High_Quality_Foundation_Ode_to_Joy_032_PS4_2015.18.jpg,Qing dynasty (c. 2013),绘图,,0.7
216270,船舶,船形碗上雕刻有脚，边缘切割成每侧一个台阶。侧面深深地刻成棱角线。内部和外部的上部区域都有淡绿色的天然灰釉，这些灰釉已经积聚在内部。一面基本上没有上釉。对象有艺术家签名的存储箱。,,2014.60.4,https://www.brooklynmuseum.org/objects/216270,https://brooklynmuseum.b-cdn.net/collections/objects/2014.60.4_view01_PS9.jpg,Qing dynasty (c. 2013),陶瓷,,0.7
219271,花器,,,2015.49,https://www.brooklynmuseum.org/objects/219271,https://brooklynmuseum.b-cdn.net/collections/objects/2015.49_PS9.jpg,Qing dynasty (c. 2013),船舶,,0.7
214432,内布拉斯加州谢里登县西尔斯-罗巴克岩面巫师52号默里大厦,,,2014.30.1,https://www.brooklynmuseum.org/objects/214432,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2014.30.1_YanceyRichardsonGallery.jpg,Qing dynasty (c. 2013),照片,,0.7
217041,春天再见,,,2014.63,https://www.brooklynmuseum.org/objects/217041,https://brooklynmuseum.b-cdn.net/collections/objects/2014.63_overall_PS11.jpg,Qing dynasty (c. 2013),绘画,,0.7
215878,在一个满是陌生人的房间里,,,2014.83,https://www.brooklynmuseum.org/objects/215878,https://brooklynmuseum.b-cdn.net/collections/objects/DIG_E_2015_Diverse_Works_04_2014.83_PS8.jpg,Qing dynasty (c. 2013),媒体艺术,,0.7
224574,大都会,,,2018.56.1,https://www.brooklynmuseum.org/objects/224574,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.56.1_AhmedMater_photograph.jpg,Qing dynasty (c. 2013),照片,,0.7
217134,张建军画笔,,,2014.64,https://www.brooklynmuseum.org/objects/217134,,Qing dynasty (c. 2013),工具,,0.7
214374,普拉特，坎布里亚蓝调系列，印第安角，哈德逊河,大型白色釉面陶器古董盘，上面有一个从印度角核电站哈德逊河岸看到的釉蓝色转移贴纸，一边是一棵大树的叠加深蓝色转移贴纸。在转移设计的末端和树的底部，在盘子的两侧应用了短而厚的金带。状态：该盘子在顶部和一侧的底面有烧结熔块和两片薯片。,,2014.15,https://www.brooklynmuseum.org/objects/214374,,Qing dynasty (c. 2013),陶瓷,,0.7
214202,后大麻，沙文,,,2014.57.2,https://www.brooklynmuseum.org/objects/214202,https://brooklynmuseum.b-cdn.net/collections/objects/2014.57.2_detail01_PS11.jpg,Qing dynasty (c. 2013),写论文,,0.7
224804,暗紫水晶和金篮,,,2020.22a-g,https://www.brooklynmuseum.org/objects/224804,,Qing dynasty (c. 2013),雕塑,,0.7
219200,奖杯现代,,,2015.75.16,https://www.brooklynmuseum.org/objects/219200,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.75.16.jpg,Qing dynasty (c. 2013),雕塑,,0.7
211616,爱的引力,,,2013.29.1,https://www.brooklynmuseum.org/objects/211616,https://brooklynmuseum.b-cdn.net/collections/objects/2013.29.1_PS11.jpg,Qing dynasty (c. 2013),拼贴,,0.7
216203,第31页：10,,,2014.37a-k,https://www.brooklynmuseum.org/objects/216203,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2014.37_Nicola_Vassell_photograph.jpg,Qing dynasty (c. 2013),拼贴,,0.7
218074,我寻求他的脸,,,2015.10.1,https://www.brooklynmuseum.org/objects/218074,https://brooklynmuseum.b-cdn.net/collections/objects/2015.10.1_PS20.jpg,Qing dynasty (c. 2013),绘图,,0.7
218231,奖杯现代,,,2015.56.21,https://www.brooklynmuseum.org/objects/218231,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.56.21_Rocklen_photograph.jpg,Qing dynasty (c. 2013),雕塑,,0.7
224294,7天,,,2017.49.1,https://www.brooklynmuseum.org/objects/224294,https://brooklynmuseum.b-cdn.net/collections/objects/2017.49.1_PS11.jpg,Qing dynasty (c. 2013),纺织,,0.7
215886,Hellshire苍蝇沙滩巾,,,2015.17,https://www.brooklynmuseum.org/objects/215886,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.17_Lawson_photograph.jpg,Qing dynasty (c. 2013),照片,,0.7
215848,街角项目,,,2015.12,https://www.brooklynmuseum.org/objects/215848,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.12_Hamilton_photograph.jpg,Qing dynasty (c. 2013),雕塑,,0.7
215889,如上，如下,,,2015.6.2,https://www.brooklynmuseum.org/objects/215889,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.6.2_Lawson_photograph.jpg,Qing dynasty (c. 2013),照片,,0.7
223016,可能怀孕了射手,,,2016.31,https://www.brooklynmuseum.org/objects/223016,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2016.27_JulianSchnabel_photograph.jpg,Qing dynasty (c. 2013),绘画,,0.7
215887,誓言,,,2015.6.1,https://www.brooklynmuseum.org/objects/215887,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2015.6.1_Lawson_photograph.jpg,Qing dynasty (c. 2013),照片,,0.7
224578,四季落叶,,,2018.56.5,https://www.brooklynmuseum.org/objects/224578,,Qing dynasty (c. 2013),媒体艺术,,0.7
218181,月光光晕,,,2015.92.1,https://www.brooklynmuseum.org/objects/218181,https://brooklynmuseum.b-cdn.net/collections/objects/2015.92.1_PS9.jpg,Qing dynasty (c. 2013),绘画,,0.7
214146,省力装置,,,2014.10,https://www.brooklynmuseum.org/objects/214146,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2014.10_view01_Kavi_Gupta_Gallery_photograph.jpg,Qing dynasty (c. 2013),雕塑,,0.7
211196,质量控制#3,,,2013.11,https://www.brooklynmuseum.org/objects/211196,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2013.11_gallery_photo.jpg,Qing dynasty (c. 2013),绘画,,0.7
224823,黑人女艺术家生命中的一周,,,2020.27,https://www.brooklynmuseum.org/objects/224823,https://brooklynmuseum.b-cdn.net/collections/objects/2020.27_view01_PS9.jpg,Qing dynasty (c. 2013),书,,0.7
225949,Okagami（大镜子）,,,2024.79.19,https://www.brooklynmuseum.org/objects/225949,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.79.19.jpg,Qing dynasty (c. 2013),容器,,0.7
225847,《着火套房》中的紫色氛围,,,2023.72.1,https://www.brooklynmuseum.org/objects/225847,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.1.jpg,Qing dynasty (c. 2013),写论文,,0.7
225889,愿你在此,,,2024.52,https://www.brooklynmuseum.org/objects/225889,https://brooklynmuseum.b-cdn.net/collections/objects/2024.52_cropped_PS22.jpg,Qing dynasty (c. 2013),照片,,0.7
225851,着火套房的2号烟孔,,,2023.72.5,https://www.brooklynmuseum.org/objects/225851,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.5.jpg,Qing dynasty (c. 2013),写论文,,0.7
225849,《着火套房》的多彩氛围,,,2023.72.3,https://www.brooklynmuseum.org/objects/225849,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.3.jpg,Qing dynasty (c. 2013),写论文,,0.7
225852,火焰套房中的女神,,,2023.72.6,https://www.brooklynmuseum.org/objects/225852,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.6.jpg,Qing dynasty (c. 2013),写论文,,0.7
225856,《火焰套房》中的蝴蝶为波莫纳,,,2023.72.10,https://www.brooklynmuseum.org/objects/225856,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.10.jpg,Qing dynasty (c. 2013),写论文,,0.7
225854,着火套房的烟雾尸体,,,2023.72.8,https://www.brooklynmuseum.org/objects/225854,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.8.jpg,Qing dynasty (c. 2013),写论文,,0.7
225848,从着火套房中感受桥梁氛围,,,2023.72.2,https://www.brooklynmuseum.org/objects/225848,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.2.jpg,Qing dynasty (c. 2013),写论文,,0.7
225857,《On Fire Suite》中的崇高环境,,,2023.72.11,https://www.brooklynmuseum.org/objects/225857,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.11.jpg,Qing dynasty (c. 2013),写论文,,0.7
225131,o.T（018）,,,2022.49,https://www.brooklynmuseum.org/objects/225131,,Qing dynasty (c. 2013),照片,,0.7
225858,《着火套房》中Nye+Brown的降容,,,2023.72.12,https://www.brooklynmuseum.org/objects/225858,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.12.jpg,Qing dynasty (c. 2013),写论文,,0.7
225855,从On Fire套房前往奥克兰的蝴蝶,,,2023.72.9,https://www.brooklynmuseum.org/objects/225855,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.9.jpg,Qing dynasty (c. 2013),写论文,,0.7
225130,萨巴-厄立特里亚步行、乘车、卡车、乘船和飞机前往伦敦,,,2022.50.2,https://www.brooklynmuseum.org/objects/225130,https://brooklynmuseum.b-cdn.net/collections/objects/2022.50.2_PS20.jpg,Qing dynasty (c. 2013),照片,,0.7
225853,《着火套房》中的自焚,,,2023.72.7,https://www.brooklynmuseum.org/objects/225853,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.72.7.jpg,Qing dynasty (c. 2013),写论文,,0.7
214433,内布拉斯加州谢里登县黄门廊,,,2014.30.2,https://www.brooklynmuseum.org/objects/214433,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2014.30.2_Yancey_RichardsonGallery.jpg,Qing dynasty (c. 2013),照片,,0.7
214375,Il Barone Rampante系列#1,,,2014.13,https://www.brooklynmuseum.org/objects/214375,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2014.13_Linda_Schrank_photograph.jpg,Qing dynasty (c. 2013),打印,,0.7
220387,会议厅,,,L2015.7,https://www.brooklynmuseum.org/objects/220387,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.L2015.7.jpg,Qing dynasty (c. 2013),绘画,,0.7
219308,我应该进攻吗,,,L2015.3,https://www.brooklynmuseum.org/objects/219308,https://brooklynmuseum.b-cdn.net/collections/objects/DIG_E_2015_KAWS_05_PS11_L2015.3.jpg,Qing dynasty (c. 2013),绘画,,0.7
224729,大油画素描：大法官Ruth Bader Ginsburg,,,2019.2,https://www.brooklynmuseum.org/objects/224729,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.2.jpg,Qing dynasty (c. 2015),绘画,,0.7
212065,飘带椅,,,2013.78,https://www.brooklynmuseum.org/objects/212065,https://brooklynmuseum.b-cdn.net/collections/objects/2013.78_front_PS22.jpg,Qing dynasty (c. 2013),家具,,0.7
210665,周六晚上,,,2013.8,https://www.brooklynmuseum.org/objects/210665,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2013.8_gallery_photo.jpg,Qing dynasty (c. 2012),雕塑,,0.7
214203,夜行者之歌，时间脚本,,,2014.57.3,https://www.brooklynmuseum.org/objects/214203,,Qing dynasty (c. 2012),写论文,,0.7
210268,壁纸，“Far Rockaway”线条，“Tachapousha”图案,,,2012.59.6a-d,https://www.brooklynmuseum.org/objects/210268,,Qing dynasty (c. 2012),家具陈设,,0.7
210224,壁纸，“频率”线，“旅行者”图案,,,2012.66.4a-b,https://www.brooklynmuseum.org/objects/210224,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2012.66.4a-b.jpg,Qing dynasty (c. 2012),家具陈设,,0.7
210278,壁纸，“八月”图案,,,2012.57.2a-b,https://www.brooklynmuseum.org/objects/210278,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2012.57.2a-b.jpg,Qing dynasty (c. 2012),家具陈设,,0.7
208840,神圣叛乱,,,2012.22,https://www.brooklynmuseum.org/objects/208840,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2012.22_Gladstone_Gallery_photograph_SN233.jpg,Qing dynasty (c. 2012),照片,,0.7
210194,“5号”图案,,,2012.67.6a-c,https://www.brooklynmuseum.org/objects/210194,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2012.67.6b.jpg,Qing dynasty (c. 2012),家具陈设,,0.7
224063,无题（奥巴马总统）,,,2017.48.1,https://www.brooklynmuseum.org/objects/224063,,Qing dynasty (c. 2012),绘图,,0.7
209946,拉链； 01-01-12....01-31-12,,,2012.30.1a-c,https://www.brooklynmuseum.org/objects/209946,https://brooklynmuseum.b-cdn.net/collections/objects/2012.30.1_PS9.jpg,Qing dynasty (c. 2012),雕塑,,0.7
209948,拉链； 03-01-12....03-31-12,,,2012.30.3a-c,https://www.brooklynmuseum.org/objects/209948,https://brooklynmuseum.b-cdn.net/collections/objects/2012.30.3_PS9.jpg,Qing dynasty (c. 2012),雕塑,,0.7
211194,东方奢华由植物、草药、花朵、精华和刺激蘑菇制成，她向其他人神秘地服用了药物,,,2013.10.1,https://www.brooklynmuseum.org/objects/211194,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2013.10.1_gallery_photo.jpg,Qing dynasty (c. 2012),写论文,,0.7
225138,旅行抗议标志,,,2022.43,https://www.brooklynmuseum.org/objects/225138,,Qing dynasty (c. 2012),屏幕,,0.7
210422,布鲁克林博物馆名誉与财富项目2号被子,,,2012.88,https://www.brooklynmuseum.org/objects/210422,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2012.88_artist_photograph.jpg,Qing dynasty (c. 2012),纺织,,0.7
224446,水墨太阳系列#2,,,2018.45,https://www.brooklynmuseum.org/objects/224446,https://brooklynmuseum.b-cdn.net/collections/objects/2018.45.jpg,Qing dynasty (c. 2012),集合对象,,0.7
209326,1793年，安德烈一世登上自由伊斯帕尼奥拉岛的王位，他的士兵为他加冕而制作的担架。（应该指出的是，他的顾问认为这本书枯燥乏味，不适合）。,,,2012.29.1,https://www.brooklynmuseum.org/objects/209326,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2012.29.1_Morgan_Lehmann_Gallery_photo.jpg,Qing dynasty (c. 2012),雕塑,,0.7
