object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,_image_valid,image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en
125536,无题（奥恩·蒂特尔）,1968,,钢笔和黑色墨水,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125536,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2018_47826,,,2016-95.1-.3,2026-05-27,1968,未知,钢笔和黑色墨水,未知,0.65,,1968,,2016-95.1-.3,Pen and black ink,,False,False,Untitled (Ohne Titel),1968,,Pen and black ink,,Unknown,,1968,Unknown,Pen and black ink
125510,MVET月球倾角仪,1989,,Diptych：多色木材,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125510,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2021_63992,,,2021-178 a-b,2026-05-27,1989,未知,木头,未知,0.65,,1989,,2021-178 a-b,Diptych: polychromed wood,,False,False,MVET Lunar Diptych,1989,,Diptych: polychromed wood,,Unknown,,1989,Unknown,Wood
125478,无题（BP景观）,2010,,丙烯酸,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125478,https://media.artmuseum.princeton.edu/iiif/3/collection/2011-34b,,,2011-34 b,2026-05-27,2010,未知,丙烯酸,未知,0.65,,2010,,2011-34 b,Acrylic,,False,False,Untitled (BP Landscape),2010,,Acrylic,,Unknown,,2010,Unknown,Acrylic
125473,女士,2006,,纸上的石印和木刻,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125473,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU_E_2017_40969,,,2016-22.10,2026-05-27,2006,未知,木头,未知,0.65,,2006,,2016-22.10,Lithography and woodcut on paper,,False,False,Lady,2006,,Lithography and woodcut on paper,,Unknown,,2006,Unknown,Wood
125468,Rain Catcher，来自亚洲当代版画艺术作品集,2006,,平版印刷和丝网印刷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125468,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU_E_2017_40961,,,2016-22.5,2026-05-27,2006,未知,平版印刷和丝网印刷,未知,0.65,,2006,,2016-22.5,Lithograph and screenprint,,False,False,"Rain Catcher, from the portfolio Asian Contemporary Art in Print",2006,,Lithograph and screenprint,,Unknown,,2006,Unknown,Lithograph and screenprint
125464,中国,2006,,日本手工纸上的平版印刷、丝网印刷和印花,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125464,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU_E_2017_40952,,,2016-22.1,2026-05-27,2006,未知,日本手工纸上的平版印刷、丝网印刷和印花,未知,0.65,,2006,,2016-22.1,"Lithography, screenprinting, and chine collé on handmade Japanese paper",,False,False,China,2006,,"Lithography, screenprinting, and chine collé on handmade Japanese paper",,Unknown,,2006,Unknown,"Lithography, screenprinting, and chine collé on handmade Japanese paper"
125460,冬季的天空,2002,,布面油画,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125460,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2016-24_VEN,,,2016-45,2026-05-27,2002,未知,布面油画,未知,0.65,,2002,,2016-45,Oil on canvas,,False,False,Winter Sky,2002,,Oil on canvas,,Unknown,,2002,Unknown,Oil on canvas
125445,Bhils夜间狩猎,约1760年,,纸上金色不透明颜料，外边框为蓝色和浅黄色,印度人,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125445,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_12542,,,2016-51,2026-05-27,约1760年,未知,金,印度人,0.75,Indian,ca. 1760,,2016-51,"Opaque pigments with gold on paper, with blue and buff outer borders",,False,False,Bhils Hunting by Night,ca. 1760,,"Opaque pigments with gold on paper, with blue and buff outer borders",Indian,Indian,,ca. 1760,Unknown,Gold
125405,第六个房间,1993,,胶印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125405,https://media.artmuseum.princeton.edu/iiif/3/collection/x1993-144F,,,x1993-144 f,2026-05-27,1993,未知,胶印,未知,0.65,,1993,,x1993-144 f,Offset photolithograph,,False,False,The Sixth Room,1993,,Offset photolithograph,,Unknown,,1993,Unknown,Offset photolithograph
125398,苏尼蒂,2008,,胶印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125398,https://media.artmuseum.princeton.edu/iiif/3/collection/INV15352,,,2008-1058.29,2026-05-27,2008,未知,胶印,未知,0.65,,2008,,2008-1058.29,Offset print,,False,False,Suniti,2008,,Offset print,,Unknown,,2008,Unknown,Offset print
125395,门卡,2008,,胶印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125395,https://media.artmuseum.princeton.edu/iiif/3/collection/INV15349,,,2008-1058.26,2026-05-27,2008,未知,胶印,未知,0.65,,2008,,2008-1058.26,Offset print,,False,False,Menka,2008,,Offset print,,Unknown,,2008,Unknown,Offset print
125381,拉尼,2008,,胶印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125381,https://media.artmuseum.princeton.edu/iiif/3/collection/INV15335,,,2008-1058.12,2026-05-27,2008,未知,胶印,未知,0.65,,2008,,2008-1058.12,Offset print,,False,False,Rani,2008,,Offset print,,Unknown,,2008,Unknown,Offset print
125379,卢卡萨纳,2008,,胶印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125379,https://media.artmuseum.princeton.edu/iiif/3/collection/INV15333,,,2008-1058.10,2026-05-27,2008,未知,胶印,未知,0.65,,2008,,2008-1058.10,Offset print,,False,False,Ruksana,2008,,Offset print,,Unknown,,2008,Unknown,Offset print
125378,塔马纳,2008,,胶印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125378,https://media.artmuseum.princeton.edu/iiif/3/collection/INV15332,,,2008-1058.9,2026-05-27,2008,未知,胶印,未知,0.65,,2008,,2008-1058.9,Offset print,,False,False,Tamana,2008,,Offset print,,Unknown,,2008,Unknown,Offset print
125371,苏曼吉特,2008,,胶印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125371,https://media.artmuseum.princeton.edu/iiif/3/collection/INV15325,,,2008-1058.2,2026-05-27,2008,未知,胶印,未知,0.65,,2008,,2008-1058.2,Offset print,,False,False,Sumanjit,2008,,Offset print,,Unknown,,2008,Unknown,Offset print
125366,尼尔的六个裸体，1925,1925,,钯印花,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125366,https://media.artmuseum.princeton.edu/iiif/3/collection/INV15108,,,x1981-14.3,2026-05-27,1925,未知,钯印花,未知,0.65,,1925,,x1981-14.3,Palladium print,,False,False,"Six Nudes of Neil, 1925",1925,,Palladium print,,Unknown,,1925,Unknown,Palladium print
125364,尼尔的六个裸体，1925,1925,,钯印花,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125364,https://media.artmuseum.princeton.edu/iiif/3/collection/INV15110,,,x1981-14.1,2026-05-27,1925,未知,钯印花,未知,0.65,,1925,,x1981-14.1,Palladium print,,False,False,"Six Nudes of Neil, 1925",1925,,Palladium print,,Unknown,,1925,Unknown,Palladium print
125356,信,明朝，1368-1644,,相册叶子；红色大理石纹纸上的墨水（kk），绿色大理石纹纸下的墨水（ll，mm）,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125356,https://media.artmuseum.princeton.edu/iiif/3/collection/INV06323,,,1998-86 kk-mm,2026-05-27,明朝（1368-1644）,未知,大理石,中文,0.75,Chinese,,"Ming dynasty, 1368–1644",1998-86 kk-mm,"Album leaves; ink on reddish marbled paper (kk), ink on green marbled paper (ll, mm)",,False,False,Letter,"Ming dynasty, 1368–1644",,"Album leaves; ink on reddish marbled paper (kk), ink on green marbled paper (ll, mm)",Chinese,Chinese,,Ming dynasty (1368-1644),Unknown,Marble
125354,信,清朝，1644年-1912年,,相册叶子；纸上油墨,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125354,https://media.artmuseum.princeton.edu/iiif/3/collection/INV06316,,,1998-86 dd-hh,2026-05-27,清朝（1644-1912）,未知,水墨纸本,中文,0.75,Chinese,,"Qing dynasty, 1644–1912",1998-86 dd-hh,Album leaves; ink on paper,,False,False,Letter,"Qing dynasty, 1644–1912",,Album leaves; ink on paper,Chinese,Chinese,,Qing dynasty (1644-1912),Unknown,Ink on paper
125349,信,清朝，1644年-1912年,,相册叶子；纸上油墨,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/125349,https://media.artmuseum.princeton.edu/iiif/3/collection/INV06309,,,1998-86 t,2026-05-27,清朝（1644-1912）,未知,水墨纸本,中文,0.75,Chinese,,"Qing dynasty, 1644–1912",1998-86 t,Album leaf; ink on paper,,False,False,Letter,"Qing dynasty, 1644–1912",,Album leaf; ink on paper,Chinese,Chinese,,Qing dynasty (1644-1912),Unknown,Ink on paper
124604,信,清朝，1644年-1912年,,相册叶子；木版印刷文具纸上的墨水，带有书籍和花篮设计,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/124604,https://media.artmuseum.princeton.edu/iiif/3/collection/INV06284,,,1998-85 yy-zz,2026-05-27,清朝（1644-1912）,未知,木头,中文,0.75,Chinese,,"Qing dynasty, 1644–1912",1998-85 yy-zz,Album leaves; ink on woodblock-printed stationery paper with book and flower basket design,,False,False,Letter,"Qing dynasty, 1644–1912",,Album leaves; ink on woodblock-printed stationery paper with book and flower basket design,Chinese,Chinese,,Qing dynasty (1644-1912),Unknown,Wood
124592,信,清朝，1644年-1912年,,相册叶子；浅绿色木版印刷信纸上的墨水,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/124592,https://media.artmuseum.princeton.edu/iiif/3/collection/INV06258,,,1998-85 z,2026-05-27,清朝（1644-1912）,未知,木头,中文,0.75,Chinese,,"Qing dynasty, 1644–1912",1998-85 z,"Album leaf; ink on woodblock-printed, light-green stationery paper",,False,False,Letter,"Qing dynasty, 1644–1912",,"Album leaf; ink on woodblock-printed, light-green stationery paper",Chinese,Chinese,,Qing dynasty (1644-1912),Unknown,Wood
124585,信,清朝，1644年-1912年,,相册叶子；纸上油墨,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/124585,https://media.artmuseum.princeton.edu/iiif/3/collection/INV06249,,,1998-85 q-r,2026-05-27,清朝（1644-1912）,未知,水墨纸本,中文,0.75,Chinese,,"Qing dynasty, 1644–1912",1998-85 q-r,Album leaves; ink on paper,,False,False,Letter,"Qing dynasty, 1644–1912",,Album leaves; ink on paper,Chinese,Chinese,,Qing dynasty (1644-1912),Unknown,Ink on paper
124582,信,清朝，1644年-1912年,,相册叶子；金斑纸墨水,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/124582,https://media.artmuseum.princeton.edu/iiif/3/collection/INV06236,,,1998-85 d-f,2026-05-27,清朝（1644-1912）,未知,金,中文,0.75,Chinese,,"Qing dynasty, 1644–1912",1998-85 d-f,Album leaves; ink of gold-flecked paper,,False,False,Letter,"Qing dynasty, 1644–1912",,Album leaves; ink of gold-flecked paper,Chinese,Chinese,,Qing dynasty (1644-1912),Unknown,Gold
124088,百合花肖像：美的生命周期,2002,,喷墨打印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/124088,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11758,,,2015-6804,2026-05-27,2002,未知,喷墨打印,未知,0.65,,2002,,2015-6804,Inkjet print,,False,False,Lily from Flower Portraits: Life Cycle of Beauty,2002,,Inkjet print,,Unknown,,2002,Unknown,Inkjet print
124086,花肖像中的绣球花：美的生命周期,2002,,喷墨打印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/124086,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11768,,,2015-6802,2026-05-27,2002,未知,喷墨打印,未知,0.65,,2002,,2015-6802,Inkjet print,,False,False,Hydrangea from Flower Portraits: Life Cycle of Beauty,2002,,Inkjet print,,Unknown,,2002,Unknown,Inkjet print
124085,花肖像中的Milkweed：美的生命周期,2002,,喷墨打印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/124085,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11767,,,2015-6801,2026-05-27,2002,未知,喷墨打印,未知,0.65,,2002,,2015-6801,Inkjet print,,False,False,Milkweed from Flower Portraits: Life Cycle of Beauty,2002,,Inkjet print,,Unknown,,2002,Unknown,Inkjet print
124080,花肖像中的红掌：美的生命周期,2002,,喷墨打印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/124080,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11762,,,2015-6796,2026-05-27,2002,未知,喷墨打印,未知,0.65,,2002,,2015-6796,Inkjet print,,False,False,Anthurium from Flower Portraits: Life Cycle of Beauty,2002,,Inkjet print,,Unknown,,2002,Unknown,Inkjet print
123910,信,清朝，1644年-1912年,,相册叶子；不同颜色纸张上的墨水,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123910,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU7490,,,1998-84 e-l,2026-05-27,清朝（1644-1912）,未知,相册叶子；不同颜色纸张上的墨水,中文,0.75,Chinese,1802,"Qing dynasty, 1644–1912",1998-84 e-l,Album leaves; ink on different colored paper,,False,False,Letter,"Qing dynasty, 1644–1912",,Album leaves; ink on different colored paper,Chinese,Chinese,,Qing dynasty (1644-1912),Unknown,Album leaves; ink on different colored paper
123897,两个李子,约1850年,,布面油画,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123897,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_37841,,,2015-6740,2026-05-27,约1850年,未知,布面油画,未知,0.65,,ca. 1850,,2015-6740,Oil on canvas,,False,False,Two Plums,ca. 1850,,Oil on canvas,,Unknown,,ca. 1850,Unknown,Oil on canvas
123895,位于德国美因茨的IBM计算机实验室,1965,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123895,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11606,,,2015-6764,2026-05-27,1965,未知,明胶银,未知,0.65,,1965,,2015-6764,Gelatin silver print,,False,False,"IBM Computer Labs in Mainz, Germany",1965,,Gelatin silver print,,Unknown,,1965,Unknown,Gelatin silver
123890,纽约市哈莱姆区，一名社会学学生和他3个月大的女儿在公寓的阳台上，来自《黑人在白人中》系列,1963年，1968年印刷,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123890,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11572,,,2015-6759,2026-05-27,1963年，1968年印刷,未知,明胶银,未知,0.65,,"1963, printed 1968",,2015-6759,Gelatin silver print,,False,False,"Sociology student with his 3 month old daughter on the balcony of his apartment, Harlem, New York City, from the series Black in White America","1963, printed 1968",,Gelatin silver print,,Unknown,,"1963, printed 1968",Unknown,Gelatin silver
123889,黑人选美比赛/纽约市哈莱姆区，1963年，选自《美国白人中的黑人》系列,1963年，1968年印刷,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123889,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11612,,,2015-6758,2026-05-27,1963年，1968年印刷,未知,明胶银,未知,0.65,,"1963, printed 1968",,2015-6758,Gelatin silver print,,False,False,"Black Beauty Contest / Harlem New York City, 1963, from the series Black in White America","1963, printed 1968",,Gelatin silver print,,Unknown,,"1963, printed 1968",Unknown,Gelatin silver
123884,警察总部，艺术部门，女性告诉艺术家这个男人长什么样，来自《警察工作》系列,1978,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123884,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11608,,,2015-6753,2026-05-27,1978,未知,明胶银,未知,0.65,,1978,,2015-6753,Gelatin silver print,,False,False,"Police headquarters, Art department, women tell artist what the man looked like, from the series Police Work",1978,,Gelatin silver print,,Unknown,,1978,Unknown,Gelatin silver
123743,形象的生命：“莫洛托夫人”，1979-2009,2015,,混合媒体安装,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123743,https://media.artmuseum.princeton.edu/iiif/3/collection/meiselas_molotov_puam_689A9707,,,2016-41.1-.18,2026-05-27,2015,未知,混合媒体安装,未知,0.65,,2015,,2016-41.1-.18,Mixed media installation,,False,False,"The Life of an Image: “Molotov Man,"" 1979–2009",2015,,Mixed media installation,,Unknown,,2015,Unknown,Mixed media installation
123735,旅行时间,,,悬挂卷轴；纸上油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123735,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_40325,,,2015-6791,2026-05-27,未知,未知,水墨纸本,未知,0.55,,,,2015-6791,Hanging scroll; ink on paper,,False,False,Time to Travel,,,Hanging scroll; ink on paper,,Unknown,,Unknown,Unknown,Ink on paper
123506,无题,未注明日期,,炻器,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/123506,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_37147,,,2015-6822,2026-05-27,未注明日期,未知,炻器,未知,0.65,,n.d.,,2015-6822,Stoneware,,False,False,Untitled,n.d.,,Stoneware,,Unknown,,n.d.,Unknown,Stoneware
122917,,,,陶瓷碎片；隔间注释：23-8-38，13-R，花下镶嵌：b746-2433，b747-T392，b745-L785，b744-L784,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/122917,https://media.artmuseum.princeton.edu/iiif/3/collection/INV90252,,,Antioch 2015-7101,2026-05-27,未知,未知,陶瓷,未知,0.4,,,,Antioch 2015-7101,"ceramic fragment; compartment note: 23-8-38, 13-R, Under floral mosaic with: b746-2433, b747-T392, b745-L785, b744-L784",,False,False,,,,"ceramic fragment; compartment note: 23-8-38, 13-R, Under floral mosaic with: b746-2433, b747-T392, b745-L785, b744-L784",,Unknown,,Unknown,Unknown,Ceramic
122915,,,,玻璃碎片；隔间注释：23-8-38，13-R，花下镶嵌：b746-2433，b747-T392，b745-L785，b744-L784,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/122915,https://media.artmuseum.princeton.edu/iiif/3/collection/INV90250,,,Antioch 2015-7099,2026-05-27,未知,未知,玻璃,未知,0.4,,,,Antioch 2015-7099,"glass fragment; compartment note: 23-8-38, 13-R, Under floral mosaic with: b746-2433, b747-T392, b745-L785, b744-L784",,False,False,,,,"glass fragment; compartment note: 23-8-38, 13-R, Under floral mosaic with: b746-2433, b747-T392, b745-L785, b744-L784",,Unknown,,Unknown,Unknown,Glass
122621,无题,约1960年,,用灰黑色墨水刷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/122621,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2018_45321,,,2016-15,2026-05-27,约1960年,未知,用灰黑色墨水刷,未知,0.65,,ca. 1960,,2016-15,Brush with gray and black ink,,False,False,Untitled,ca. 1960,,Brush with gray and black ink,,Unknown,,ca. 1960,Unknown,Brush with gray and black ink
122368,苏族鹰麋鹿,约1898年,,手工着色铂金印花,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/122368,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11421,,,2015-6746,2026-05-27,约1898年,未知,手工着色铂金印花,未知,0.65,,ca. 1898,,2015-6746,Platinum print with hand coloring,,False,False,"Eagle Elk, Sioux",ca. 1898,,Platinum print with hand coloring,,Unknown,,ca. 1898,Unknown,Platinum print with hand coloring
122367,Piegan女人，来自北美印第安人,1907–30,,照相凹版,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/122367,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11423,,,2015-6745,2026-05-27,1907–30,未知,照相凹版,印度人,0.65,,1907–30,,2015-6745,Photogravure,,False,False,"Piegan Woman, from The North American Indian",1907–30,,Photogravure,,Indian,,1907–30,Unknown,Photogravure
121825,,,,上釉陶瓷碎片，托盘隔间注：med、绿色、dec、VI A6；30-4-38，13-R N.Tr.6，表面至约2.50,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/121825,https://media.artmuseum.princeton.edu/iiif/3/collection/INV89934,,,Antioch 2015-6488,2026-05-27,未知,未知,陶瓷,未知,0.4,,,,Antioch 2015-6488,"glazed ceramic fragment, tray compartment note: med, green, dec, VI A6; 30-4-38, 13-R N. Tr. 6, surface to ca. 2.50",,False,False,,,,"glazed ceramic fragment, tray compartment note: med, green, dec, VI A6; 30-4-38, 13-R N. Tr. 6, surface to ca. 2.50",,Unknown,,Unknown,Unknown,Ceramic
121521,女人,1935年以前,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/121521,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11453,,,2015-6816,2026-05-27,1935年以前,未知,明胶银,未知,0.65,,before 1935,,2015-6816,Gelatin silver print,,False,False,Woman,before 1935,,Gelatin silver print,,Unknown,,before 1935,Unknown,Gelatin silver
121519,光子学,1946–55,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/121519,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11581,,,2015-6814,2026-05-27,1946–55,未知,明胶银,未知,0.65,,1946–55,,2015-6814,Gelatin silver print,,False,False,Photogenics,1946–55,,Gelatin silver print,,Unknown,,1946–55,Unknown,Gelatin silver
121497,伦敦废墟,1947,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/121497,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11597,,,2015-6789,2026-05-27,1947,未知,明胶银,未知,0.65,,1947,,2015-6789,Gelatin silver print,,False,False,Ruins of London,1947,,Gelatin silver print,,Unknown,,1947,Unknown,Gelatin silver
121496,得克萨斯州休斯顿，苏联宇航员在联盟号宇宙飞船模型中,1974,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/121496,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11596,,,2015-6788,2026-05-27,1974,未知,明胶银,未知,0.65,,1974,,2015-6788,Gelatin silver print,,False,False,"Soviet Cosmonauts in Model of Soyuz Space Ship at Houston, Texas",1974,,Gelatin silver print,,Unknown,,1974,Unknown,Gelatin silver
121456,莫代尔–夏帕雷利（蓬松袖子特写）,1933,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/121456,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11482,,,2015-6777,2026-05-27,1933,未知,明胶银,未知,0.65,,1933,,2015-6777,Gelatin silver print,,False,False,Modèle – Schiaparelli (close-up of puffy sleeve),1933,,Gelatin silver print,,Unknown,,1933,Unknown,Gelatin silver
120887,莫代尔-夏帕雷利（模特穿着露背舞会礼服）,1933,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/120887,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_11488,,,2015-6774,2026-05-27,1933,未知,明胶银,未知,0.65,,1933,,2015-6774,Gelatin silver print,,False,False,Modèle – Schiaparelli (model in backless ball gown),1933,,Gelatin silver print,,Unknown,,1933,Unknown,Gelatin silver
120852,浣熊，来自动物运动系列,1887,,搭配,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/120852,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_12100,,,2016-29,2026-05-27,1887,未知,搭配,未知,0.65,,1887,,2016-29,Collotype,,False,False,"Racoon, from Animal Locomotion series",1887,,Collotype,,Unknown,,1887,Unknown,Collotype
120851,巡逻裸体，来自动物运动系列,1887,,搭配,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/120851,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_12103,,,2016-28,2026-05-27,1887,未知,搭配,未知,0.65,,1887,,2016-28,Collotype,,False,False,"Patrol Nude, from Animal Locomotion series",1887,,Collotype,,Unknown,,1887,Unknown,Collotype
120849,跳跃的男人，来自动物运动系列,1887,,搭配,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/120849,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_12107,,,2016-26,2026-05-27,1887,未知,搭配,未知,0.65,,1887,,2016-26,Collotype,,False,False,"Leaping Men, from Animal Locomotion series",1887,,Collotype,,Unknown,,1887,Unknown,Collotype
120847,Frösche im Bauch und Rückenlage（腹部和背部的青蛙）,1896,,照相凹版,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/120847,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_12448,,,2016-24,2026-05-27,1896,未知,照相凹版,未知,0.65,,1896,,2016-24,Photogravure,,False,False,Frösche im Bauch und Rückenlage (Frogs in Belly and Back Views),1896,,Photogravure,,Unknown,,1896,Unknown,Photogravure
118649,露西·格拉特威克，展馆，纽约,1957年6月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118649,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09202,,,MWA 57-215-2,2026-05-27,1957年6月,未知,明胶银,未知,0.65,,June 1957,,MWA 57-215-2,Gelatin silver print,,False,False,"Lucy Gratwick, Pavilion, New York",June 1957,,Gelatin silver print,,Unknown,,June 1957,Unknown,Gelatin silver
118645,Harriet Gratwick，展馆，纽约,1957年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118645,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09198,,,MWA 57-209-4,2026-05-27,1957年7月,未知,明胶银,未知,0.65,,July 1957,,MWA 57-209-4,Gelatin silver print,,False,False,"Harriet Gratwick, Pavilion, New York",July 1957,,Gelatin silver print,,Unknown,,July 1957,Unknown,Gelatin silver
118620,约翰·厄普顿，罗切斯特,1956年2月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118620,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09215,,,MWA 56-56-3,2026-05-27,1956年2月,未知,明胶银,未知,0.65,,February 1956,,MWA 56-56-3,Gelatin silver print,,False,False,"John Upton, Rochester",February 1956,,Gelatin silver print,,Unknown,,February 1956,Unknown,Gelatin silver
